,electrophile,nucleophile,catalyst,base,miser_area_count,max,relative_count
544,e5,n16,tBuBrettPhos Pd G3 43,DBU 24,223.0,794.0000001,0.2808564231384312
545,e5,n16,tBuBrettPhos Pd G3 43,MTBD 25,226.0,794.0000001,0.2846347606694415
549,e5,n16,tBuBrettPhos Pd G3 43,P1-t-octyl S17,225.0,794.0000001,0.2833753148257714
551,e5,n16,tBuBrettPhos Pd G3 43,P2-t-Bu S18,260.0,794.0000001,0.3274559193542247
550,e5,n16,tBuBrettPhos Pd G3 43,P2Et 29,794.0,794.0000001,0.9999999998740554
539,e5,n16,tBuXPHOS Pd G3 42,BEMP 27,227.0,794.0000001,0.2858942065131116
538,e5,n16,tBuXPHOS Pd G3 42,BTMG 26,227.0,794.0000001,0.2858942065131116
540,e5,n16,tBuXPHOS Pd G3 42,BTTP 28,227.0,794.0000001,0.2858942065131116
536,e5,n16,tBuXPHOS Pd G3 42,DBU 24,230.0,794.0000001,0.28967254404412185
537,e5,n16,tBuXPHOS Pd G3 42,MTBD 25,228.0,794.0000001,0.28715365235678164
541,e5,n16,tBuXPHOS Pd G3 42,P1-t-octyl S17,228.0,794.0000001,0.28715365235678164
543,e5,n16,tBuXPHOS Pd G3 42,P2-t-Bu S18,225.0,794.0000001,0.2833753148257714
542,e5,n16,tBuXPHOS Pd G3 42,P2Et 29,234.0,794.0000001,0.29471032741880226
611,e6,n10,AdBrettPhos Pd G3 45,BEMP 27,235.0,4680.0000001,0.050213675212602275
610,e6,n10,AdBrettPhos Pd G3 45,BTMG 26,249.0,4680.0000001,0.05320512820399134
612,e6,n10,AdBrettPhos Pd G3 45,BTTP 28,238.0,4680.0000001,0.05085470085361422
608,e6,n10,AdBrettPhos Pd G3 45,DBU 24,245.0,4680.0000001,0.052350427349308754
609,e6,n10,AdBrettPhos Pd G3 45,MTBD 25,404.0,4680.0000001,0.08632478632294178
613,e6,n10,AdBrettPhos Pd G3 45,P1-t-octyl S17,236.0,4680.0000001,0.05042735042627292
615,e6,n10,AdBrettPhos Pd G3 45,P2-t-Bu S18,262.0,4680.0000001,0.05598290598170977
614,e6,n10,AdBrettPhos Pd G3 45,P2Et 29,912.0,4680.0000001,0.19487179486763095
619,e6,n10,DTBPF Pd G3 38,BEMP 27,256.0,4680.0000001,0.05470085469968588
618,e6,n10,DTBPF Pd G3 38,BTMG 26,242.0,4680.0000001,0.05170940170829681
620,e6,n10,DTBPF Pd G3 38,BTTP 28,265.0,4680.0000001,0.05662393162272171
616,e6,n10,DTBPF Pd G3 38,DBU 24,248.0,4680.0000001,0.052991452990320695
617,e6,n10,DTBPF Pd G3 38,MTBD 25,253.0,4680.0000001,0.05405982905867394
621,e6,n10,DTBPF Pd G3 38,P1-t-octyl S17,260.0,4680.0000001,0.055555555554368474
623,e6,n10,DTBPF Pd G3 38,P2-t-Bu S18,294.0,4680.0000001,0.0628205128191705
622,e6,n10,DTBPF Pd G3 38,P2Et 29,277.0,4680.0000001,0.05918803418676949
603,e6,n10,RockPhos Pd G3 44,BEMP 27,239.0,4680.0000001,0.051068376067284864
602,e6,n10,RockPhos Pd G3 44,BTMG 26,281.0,4680.0000001,0.06004273504145208
604,e6,n10,RockPhos Pd G3 44,BTTP 28,235.0,4680.0000001,0.050213675212602275
600,e6,n10,RockPhos Pd G3 44,DBU 24,304.0,4680.0000001,0.06495726495587699
601,e6,n10,RockPhos Pd G3 44,MTBD 25,555.0,4680.0000001,0.11858974358720963
605,e6,n10,RockPhos Pd G3 44,P1-t-octyl S17,235.0,4680.0000001,0.050213675212602275
607,e6,n10,RockPhos Pd G3 44,P2-t-Bu S18,247.0,4680.0000001,0.05277777777665005
606,e6,n10,RockPhos Pd G3 44,P2Et 29,705.0,4680.0000001,0.15064102563780682
579,e6,n10,Xphos Pd G3 36,BEMP 27,227.0,4680.0000001,0.04850427350323709
578,e6,n10,Xphos Pd G3 36,BTMG 26,226.0,4680.0000001,0.048290598289566444
580,e6,n10,Xphos Pd G3 36,BTTP 28,224.0,4680.0000001,0.04786324786222514
576,e6,n10,Xphos Pd G3 36,DBU 24,223.0,4680.0000001,0.047649572648554496
577,e6,n10,Xphos Pd G3 36,MTBD 25,223.0,4680.0000001,0.047649572648554496
581,e6,n10,Xphos Pd G3 36,P1-t-octyl S17,227.0,4680.0000001,0.04850427350323709
583,e6,n10,Xphos Pd G3 36,P2-t-Bu S18,228.0,4680.0000001,0.04871794871690774
582,e6,n10,Xphos Pd G3 36,P2Et 29,228.0,4680.0000001,0.04871794871690774
595,e6,n10,tBuBrettPhos Pd G3 43,BEMP 27,248.0,4680.0000001,0.052991452990320695
594,e6,n10,tBuBrettPhos Pd G3 43,BTMG 26,349.0,4680.0000001,0.07457264957105614
596,e6,n10,tBuBrettPhos Pd G3 43,BTTP 28,257.0,4680.0000001,0.054914529913356526
592,e6,n10,tBuBrettPhos Pd G3 43,DBU 24,403.0,4680.0000001,0.08611111110927114
593,e6,n10,tBuBrettPhos Pd G3 43,MTBD 25,287.0,4680.0000001,0.06132478632347597
597,e6,n10,tBuBrettPhos Pd G3 43,P1-t-octyl S17,255.0,4680.0000001,0.05448717948601523
599,e6,n10,tBuBrettPhos Pd G3 43,P2-t-Bu S18,296.0,4680.0000001,0.0632478632465118
598,e6,n10,tBuBrettPhos Pd G3 43,P2Et 29,1433.0,4680.0000001,0.30619658119003856
587,e6,n10,tBuXPHOS Pd G3 42,BEMP 27,229.0,4680.0000001,0.048931623930578386
586,e6,n10,tBuXPHOS Pd G3 42,BTMG 26,228.0,4680.0000001,0.04871794871690774
588,e6,n10,tBuXPHOS Pd G3 42,BTTP 28,254.0,4680.0000001,0.054273504272344585
584,e6,n10,tBuXPHOS Pd G3 42,DBU 24,225.0,4680.0000001,0.0480769230758958
585,e6,n10,tBuXPHOS Pd G3 42,MTBD 25,229.0,4680.0000001,0.048931623930578386
589,e6,n10,tBuXPHOS Pd G3 42,P1-t-octyl S17,232.0,4680.0000001,0.04957264957159033
591,e6,n10,tBuXPHOS Pd G3 42,P2-t-Bu S18,316.0,4680.0000001,0.06752136751992475
590,e6,n10,tBuXPHOS Pd G3 42,P2Et 29,4680.0,4680.0000001,0.9999999999786325
659,e6,n11,AdBrettPhos Pd G3 45,BEMP 27,241.0,2204.0000001,0.10934664246327828
658,e6,n11,AdBrettPhos Pd G3 45,BTMG 26,260.0,2204.0000001,0.11796733211805957
660,e6,n11,AdBrettPhos Pd G3 45,BTTP 28,221.0,2204.0000001,0.10027223230035064
656,e6,n11,AdBrettPhos Pd G3 45,DBU 24,225.0,2204.0000001,0.10208711433293616
657,e6,n11,AdBrettPhos Pd G3 45,MTBD 25,242.0,2204.0000001,0.10980036297142468
661,e6,n11,AdBrettPhos Pd G3 45,P1-t-octyl S17,246.0,2204.0000001,0.11161524500401021
663,e6,n11,AdBrettPhos Pd G3 45,P2-t-Bu S18,247.0,2204.0000001,0.11206896551215659
662,e6,n11,AdBrettPhos Pd G3 45,P2Et 29,265.0,2204.0000001,0.12023593465879148
667,e6,n11,DTBPF Pd G3 38,BEMP 27,215.0,2204.0000001,0.09754990925147233
666,e6,n11,DTBPF Pd G3 38,BTMG 26,214.0,2204.0000001,0.09709618874332596
668,e6,n11,DTBPF Pd G3 38,BTTP 28,217.0,2204.0000001,0.0984573502677651
664,e6,n11,DTBPF Pd G3 38,DBU 24,217.0,2204.0000001,0.0984573502677651
665,e6,n11,DTBPF Pd G3 38,MTBD 25,215.0,2204.0000001,0.09754990925147233
669,e6,n11,DTBPF Pd G3 38,P1-t-octyl S17,216.0,2204.0000001,0.09800362975961871
671,e6,n11,DTBPF Pd G3 38,P2-t-Bu S18,216.0,2204.0000001,0.09800362975961871
670,e6,n11,DTBPF Pd G3 38,P2Et 29,216.0,2204.0000001,0.09800362975961871
651,e6,n11,RockPhos Pd G3 44,BEMP 27,246.0,2204.0000001,0.11161524500401021
650,e6,n11,RockPhos Pd G3 44,BTMG 26,259.0,2204.0000001,0.11751361160991318
652,e6,n11,RockPhos Pd G3 44,BTTP 28,251.0,2204.0000001,0.11388384754474212
648,e6,n11,RockPhos Pd G3 44,DBU 24,230.0,2204.0000001,0.10435571687366808
649,e6,n11,RockPhos Pd G3 44,MTBD 25,258.0,2204.0000001,0.1170598911017668
653,e6,n11,RockPhos Pd G3 44,P1-t-octyl S17,247.0,2204.0000001,0.11206896551215659
655,e6,n11,RockPhos Pd G3 44,P2-t-Bu S18,237.0,2204.0000001,0.10753176043069276
654,e6,n11,RockPhos Pd G3 44,P2Et 29,232.0,2204.0000001,0.10526315788996084
627,e6,n11,Xphos Pd G3 36,BEMP 27,218.0,2204.0000001,0.09891107077591148
626,e6,n11,Xphos Pd G3 36,BTMG 26,217.0,2204.0000001,0.0984573502677651
628,e6,n11,Xphos Pd G3 36,BTTP 28,214.0,2204.0000001,0.09709618874332596
624,e6,n11,Xphos Pd G3 36,DBU 24,211.0,2204.0000001,0.0957350272188868
625,e6,n11,Xphos Pd G3 36,MTBD 25,216.0,2204.0000001,0.09800362975961871
629,e6,n11,Xphos Pd G3 36,P1-t-octyl S17,216.0,2204.0000001,0.09800362975961871
631,e6,n11,Xphos Pd G3 36,P2-t-Bu S18,219.0,2204.0000001,0.09936479128405787
630,e6,n11,Xphos Pd G3 36,P2Et 29,215.0,2204.0000001,0.09754990925147233
643,e6,n11,tBuBrettPhos Pd G3 43,BEMP 27,268.0,2204.0000001,0.12159709618323063
642,e6,n11,tBuBrettPhos Pd G3 43,BTMG 26,336.0,2204.0000001,0.15245009073718466
644,e6,n11,tBuBrettPhos Pd G3 43,BTTP 28,419.0,2204.0000001,0.19010889291333447
640,e6,n11,tBuBrettPhos Pd G3 43,DBU 24,304.0,2204.0000001,0.1379310344765004
641,e6,n11,tBuBrettPhos Pd G3 43,MTBD 25,355.0,2204.0000001,0.16107078039196596
645,e6,n11,tBuBrettPhos Pd G3 43,P1-t-octyl S17,313.0,2204.0000001,0.14201451904981785
647,e6,n11,tBuBrettPhos Pd G3 43,P2-t-Bu S18,258.0,2204.0000001,0.1170598911017668
646,e6,n11,tBuBrettPhos Pd G3 43,P2Et 29,315.0,2204.0000001,0.14292196006611063
635,e6,n11,tBuXPHOS Pd G3 42,BEMP 27,230.0,2204.0000001,0.10435571687366808
634,e6,n11,tBuXPHOS Pd G3 42,BTMG 26,292.0,2204.0000001,0.13248638837874382
636,e6,n11,tBuXPHOS Pd G3 42,BTTP 28,248.0,2204.0000001,0.11252268602030296
632,e6,n11,tBuXPHOS Pd G3 42,DBU 24,241.0,2204.0000001,0.10934664246327828
633,e6,n11,tBuXPHOS Pd G3 42,MTBD 25,254.0,2204.0000001,0.11524500906918127
637,e6,n11,tBuXPHOS Pd G3 42,P1-t-octyl S17,235.0,2204.0000001,0.1066243194144
639,e6,n11,tBuXPHOS Pd G3 42,P2-t-Bu S18,261.0,2204.0000001,0.11842105262620595
638,e6,n11,tBuXPHOS Pd G3 42,P2Et 29,2204.0,2204.0000001,0.9999999999546281
707,e6,n12,AdBrettPhos Pd G3 45,BEMP 27,524.0,4396.0000001,0.11919927206280256
706,e6,n12,AdBrettPhos Pd G3 45,BTMG 26,962.0,4396.0000001,0.21883530481758792
708,e6,n12,AdBrettPhos Pd G3 45,BTTP 28,500.0,4396.0000001,0.11373976341870475
704,e6,n12,AdBrettPhos Pd G3 45,DBU 24,565.0,4396.0000001,0.12852593266313636
705,e6,n12,AdBrettPhos Pd G3 45,MTBD 25,840.0,4396.0000001,0.19108280254342397
709,e6,n12,AdBrettPhos Pd G3 45,P1-t-octyl S17,347.0,4396.0000001,0.07893539581258109
711,e6,n12,AdBrettPhos Pd G3 45,P2-t-Bu S18,598.0,4396.0000001,0.13603275704877088
710,e6,n12,AdBrettPhos Pd G3 45,P2Et 29,260.0,4396.0000001,0.05914467697772646
715,e6,n12,DTBPF Pd G3 38,BEMP 27,253.0,4396.0000001,0.0575523202898646
714,e6,n12,DTBPF Pd G3 38,BTMG 26,258.0,4396.0000001,0.05868971792405164
716,e6,n12,DTBPF Pd G3 38,BTTP 28,259.0,4396.0000001,0.05891719745088905
712,e6,n12,DTBPF Pd G3 38,DBU 24,284.0,4396.0000001,0.0646041856218243
713,e6,n12,DTBPF Pd G3 38,MTBD 25,295.0,4396.0000001,0.0671064604170358
717,e6,n12,DTBPF Pd G3 38,P1-t-octyl S17,274.0,4396.0000001,0.0623293903534502
719,e6,n12,DTBPF Pd G3 38,P2-t-Bu S18,288.0,4396.0000001,0.06551410372917393
718,e6,n12,DTBPF Pd G3 38,P2Et 29,266.0,4396.0000001,0.06050955413875092
699,e6,n12,RockPhos Pd G3 44,BEMP 27,578.0,4396.0000001,0.1314831665120227
698,e6,n12,RockPhos Pd G3 44,BTMG 26,1042.0,4396.0000001,0.23703366696458067
700,e6,n12,RockPhos Pd G3 44,BTTP 28,573.0,4396.0000001,0.13034576887783564
696,e6,n12,RockPhos Pd G3 44,DBU 24,989.0,4396.0000001,0.22497725204219798
697,e6,n12,RockPhos Pd G3 44,MTBD 25,2204.0,4396.0000001,0.5013648771496505
701,e6,n12,RockPhos Pd G3 44,P1-t-octyl S17,335.0,4396.0000001,0.07620564149053217
703,e6,n12,RockPhos Pd G3 44,P2-t-Bu S18,471.0,4396.0000001,0.10714285714041986
702,e6,n12,RockPhos Pd G3 44,P2Et 29,293.0,4396.0000001,0.06665150136336098
675,e6,n12,Xphos Pd G3 36,BEMP 27,257.0,4396.0000001,0.05846223839721423
674,e6,n12,Xphos Pd G3 36,BTMG 26,251.0,4396.0000001,0.05709736123618978
676,e6,n12,Xphos Pd G3 36,BTTP 28,231.0,4396.0000001,0.05254777069944159
672,e6,n12,Xphos Pd G3 36,DBU 24,256.0,4396.0000001,0.05823475887037683
673,e6,n12,Xphos Pd G3 36,MTBD 25,254.0,4396.0000001,0.05777979981670201
677,e6,n12,Xphos Pd G3 36,P1-t-octyl S17,253.0,4396.0000001,0.0575523202898646
679,e6,n12,Xphos Pd G3 36,P2-t-Bu S18,248.0,4396.0000001,0.05641492265567755
678,e6,n12,Xphos Pd G3 36,P2Et 29,244.0,4396.0000001,0.055505004548327914
691,e6,n12,tBuBrettPhos Pd G3 43,BEMP 27,2408.0,4396.0000001,0.5477707006244821
690,e6,n12,tBuBrettPhos Pd G3 43,BTMG 26,4343.0,4396.0000001,0.9879435850548693
692,e6,n12,tBuBrettPhos Pd G3 43,BTTP 28,2438.0,4396.0000001,0.5545950864296043
688,e6,n12,tBuBrettPhos Pd G3 43,DBU 24,3295.0,4396.0000001,0.7495450409292642
689,e6,n12,tBuBrettPhos Pd G3 43,MTBD 25,4396.0,4396.0000001,0.9999999999772521
693,e6,n12,tBuBrettPhos Pd G3 43,P1-t-octyl S17,1908.0,4396.0000001,0.4340309372057773
695,e6,n12,tBuBrettPhos Pd G3 43,P2-t-Bu S18,3301.0,4396.0000001,0.7509099180902887
694,e6,n12,tBuBrettPhos Pd G3 43,P2Et 29,473.0,4396.0000001,0.10759781619409468
683,e6,n12,tBuXPHOS Pd G3 42,BEMP 27,967.0,4396.0000001,0.21997270245177497
682,e6,n12,tBuXPHOS Pd G3 42,BTMG 26,628.0,4396.0000001,0.14285714285389314
684,e6,n12,tBuXPHOS Pd G3 42,BTTP 28,677.0,4396.0000001,0.15400363966892622
680,e6,n12,tBuXPHOS Pd G3 42,DBU 24,711.0,4396.0000001,0.16173794358139815
681,e6,n12,tBuXPHOS Pd G3 42,MTBD 25,972.0,4396.0000001,0.22111010008596202
685,e6,n12,tBuXPHOS Pd G3 42,P1-t-octyl S17,856.0,4396.0000001,0.19472247497282252
687,e6,n12,tBuXPHOS Pd G3 42,P2-t-Bu S18,1521.0,4396.0000001,0.3459963603196998
686,e6,n12,tBuXPHOS Pd G3 42,P2Et 29,4083.0,4396.0000001,0.9287989080771429
755,e6,n13,AdBrettPhos Pd G3 45,BEMP 27,219.0,952.0000001,0.23004201678255862
754,e6,n13,AdBrettPhos Pd G3 45,BTMG 26,244.0,952.0000001,0.2563025209814808
756,e6,n13,AdBrettPhos Pd G3 45,BTTP 28,223.0,952.0000001,0.23424369745438617
752,e6,n13,AdBrettPhos Pd G3 45,DBU 24,220.0,952.0000001,0.2310924369505155
753,e6,n13,AdBrettPhos Pd G3 45,MTBD 25,245.0,952.0000001,0.25735294114943774
757,e6,n13,AdBrettPhos Pd G3 45,P1-t-octyl S17,219.0,952.0000001,0.23004201678255862
759,e6,n13,AdBrettPhos Pd G3 45,P2-t-Bu S18,221.0,952.0000001,0.2321428571184724
758,e6,n13,AdBrettPhos Pd G3 45,P2Et 29,440.0,952.0000001,0.462184873901031
763,e6,n13,DTBPF Pd G3 38,BEMP 27,213.0,952.0000001,0.22373949577481728
762,e6,n13,DTBPF Pd G3 38,BTMG 26,215.0,952.0000001,0.22584033611073107
764,e6,n13,DTBPF Pd G3 38,BTTP 28,214.0,952.0000001,0.22478991594277417
760,e6,n13,DTBPF Pd G3 38,DBU 24,217.0,952.0000001,0.22794117644664486
761,e6,n13,DTBPF Pd G3 38,MTBD 25,220.0,952.0000001,0.2310924369505155
765,e6,n13,DTBPF Pd G3 38,P1-t-octyl S17,215.0,952.0000001,0.22584033611073107
767,e6,n13,DTBPF Pd G3 38,P2-t-Bu S18,216.0,952.0000001,0.22689075627868796
766,e6,n13,DTBPF Pd G3 38,P2Et 29,217.0,952.0000001,0.22794117644664486
747,e6,n13,RockPhos Pd G3 44,BEMP 27,224.0,952.0000001,0.23529411762234306
746,e6,n13,RockPhos Pd G3 44,BTMG 26,233.0,952.0000001,0.24474789913395506
748,e6,n13,RockPhos Pd G3 44,BTTP 28,222.0,952.0000001,0.23319327728642927
744,e6,n13,RockPhos Pd G3 44,DBU 24,218.0,952.0000001,0.22899159661460172
745,e6,n13,RockPhos Pd G3 44,MTBD 25,251.0,952.0000001,0.26365546215717905
749,e6,n13,RockPhos Pd G3 44,P1-t-octyl S17,219.0,952.0000001,0.23004201678255862
751,e6,n13,RockPhos Pd G3 44,P2-t-Bu S18,226.0,952.0000001,0.23739495795825685
750,e6,n13,RockPhos Pd G3 44,P2Et 29,807.0,952.0000001,0.8476890755412092
723,e6,n13,Xphos Pd G3 36,BEMP 27,327.0,952.0000001,0.3434873949219026
722,e6,n13,Xphos Pd G3 36,BTMG 26,319.0,952.0000001,0.3350840335782475
724,e6,n13,Xphos Pd G3 36,BTTP 28,255.0,952.0000001,0.26785714282900663
720,e6,n13,Xphos Pd G3 36,DBU 24,223.0,952.0000001,0.23424369745438617
721,e6,n13,Xphos Pd G3 36,MTBD 25,229.0,952.0000001,0.2405462184621275
725,e6,n13,Xphos Pd G3 36,P1-t-octyl S17,220.0,952.0000001,0.2310924369505155
727,e6,n13,Xphos Pd G3 36,P2-t-Bu S18,217.0,952.0000001,0.22794117644664486
726,e6,n13,Xphos Pd G3 36,P2Et 29,218.0,952.0000001,0.22899159661460172
739,e6,n13,tBuBrettPhos Pd G3 43,BEMP 27,234.0,952.0000001,0.24579831930191195
738,e6,n13,tBuBrettPhos Pd G3 43,BTMG 26,243.0,952.0000001,0.25525210081352395
740,e6,n13,tBuBrettPhos Pd G3 43,BTTP 28,230.0,952.0000001,0.2415966386300844
736,e6,n13,tBuBrettPhos Pd G3 43,DBU 24,299.0,952.0000001,0.3140756302191097
737,e6,n13,tBuBrettPhos Pd G3 43,MTBD 25,399.0,952.0000001,0.4191176470147986
741,e6,n13,tBuBrettPhos Pd G3 43,P1-t-octyl S17,227.0,952.0000001,0.23844537812621372
743,e6,n13,tBuBrettPhos Pd G3 43,P2-t-Bu S18,272.0,952.0000001,0.2857142856842737
742,e6,n13,tBuBrettPhos Pd G3 43,P2Et 29,796.0,952.0000001,0.8361344536936833
731,e6,n13,tBuXPHOS Pd G3 42,BEMP 27,226.0,952.0000001,0.23739495795825685
730,e6,n13,tBuXPHOS Pd G3 42,BTMG 26,276.0,952.0000001,0.2899159663561013
732,e6,n13,tBuXPHOS Pd G3 42,BTTP 28,241.0,952.0000001,0.25315126047761016
728,e6,n13,tBuXPHOS Pd G3 42,DBU 24,219.0,952.0000001,0.23004201678255862
729,e6,n13,tBuXPHOS Pd G3 42,MTBD 25,235.0,952.0000001,0.24684873946986885
733,e6,n13,tBuXPHOS Pd G3 42,P1-t-octyl S17,247.0,952.0000001,0.2594537814853515
735,e6,n13,tBuXPHOS Pd G3 42,P2-t-Bu S18,304.0,952.0000001,0.31932773105889417
734,e6,n13,tBuXPHOS Pd G3 42,P2Et 29,952.0,952.0000001,0.999999999894958
803,e6,n15,AdBrettPhos Pd G3 45,BEMP 27,490.0,1541.0000001,0.31797534066723065
802,e6,n15,AdBrettPhos Pd G3 45,BTMG 26,500.0,1541.0000001,0.32446463333390885
804,e6,n15,AdBrettPhos Pd G3 45,BTTP 28,407.0,1541.0000001,0.26411421153380177
800,e6,n15,AdBrettPhos Pd G3 45,DBU 24,569.0,1541.0000001,0.36924075273398826
801,e6,n15,AdBrettPhos Pd G3 45,MTBD 25,488.0,1541.0000001,0.316677482133895
805,e6,n15,AdBrettPhos Pd G3 45,P1-t-octyl S17,368.0,1541.0000001,0.2388059701337569
807,e6,n15,AdBrettPhos Pd G3 45,P2-t-Bu S18,1301.0,1541.0000001,0.8442569759348307
806,e6,n15,AdBrettPhos Pd G3 45,P2Et 29,1541.0,1541.0000001,0.999999999935107
811,e6,n15,DTBPF Pd G3 38,BEMP 27,399.0,1541.0000001,0.25892277740045927
810,e6,n15,DTBPF Pd G3 38,BTMG 26,437.0,1541.0000001,0.28358208953383635
812,e6,n15,DTBPF Pd G3 38,BTTP 28,381.0,1541.0000001,0.24724205060043852
808,e6,n15,DTBPF Pd G3 38,DBU 24,621.0,1541.0000001,0.40298507460071475
809,e6,n15,DTBPF Pd G3 38,MTBD 25,498.0,1541.0000001,0.3231667748005732
813,e6,n15,DTBPF Pd G3 38,P1-t-octyl S17,344.0,1541.0000001,0.22323166773372927
815,e6,n15,DTBPF Pd G3 38,P2-t-Bu S18,339.0,1541.0000001,0.2199870214003902
814,e6,n15,DTBPF Pd G3 38,P2Et 29,351.0,1541.0000001,0.227774172600404
795,e6,n15,RockPhos Pd G3 44,BEMP 27,376.0,1541.0000001,0.24399740426709945
794,e6,n15,RockPhos Pd G3 44,BTMG 26,402.0,1541.0000001,0.2608695652004627
796,e6,n15,RockPhos Pd G3 44,BTTP 28,362.0,1541.0000001,0.23491239453374999
792,e6,n15,RockPhos Pd G3 44,DBU 24,480.0,1541.0000001,0.31148604800055246
793,e6,n15,RockPhos Pd G3 44,MTBD 25,440.0,1541.0000001,0.28552887733383975
797,e6,n15,RockPhos Pd G3 44,P1-t-octyl S17,348.0,1541.0000001,0.22582738480040054
799,e6,n15,RockPhos Pd G3 44,P2-t-Bu S18,1196.0,1541.0000001,0.7761194029347099
798,e6,n15,RockPhos Pd G3 44,P2Et 29,1340.0,1541.0000001,0.8695652173348757
771,e6,n15,Xphos Pd G3 36,BEMP 27,250.0,1541.0000001,0.16223231666695442
770,e6,n15,Xphos Pd G3 36,BTMG 26,246.0,1541.0000001,0.15963659960028315
772,e6,n15,Xphos Pd G3 36,BTTP 28,248.0,1541.0000001,0.16093445813361879
768,e6,n15,Xphos Pd G3 36,DBU 24,242.0,1541.0000001,0.15704088253361187
769,e6,n15,Xphos Pd G3 36,MTBD 25,245.0,1541.0000001,0.15898767033361533
773,e6,n15,Xphos Pd G3 36,P1-t-octyl S17,274.0,1541.0000001,0.17780661906698203
775,e6,n15,Xphos Pd G3 36,P2-t-Bu S18,258.0,1541.0000001,0.16742375080029695
774,e6,n15,Xphos Pd G3 36,P2Et 29,275.0,1541.0000001,0.17845554833364985
787,e6,n15,tBuBrettPhos Pd G3 43,BEMP 27,379.0,1541.0000001,0.24594419206710288
786,e6,n15,tBuBrettPhos Pd G3 43,BTMG 26,379.0,1541.0000001,0.24594419206710288
788,e6,n15,tBuBrettPhos Pd G3 43,BTTP 28,395.0,1541.0000001,0.256327060333788
784,e6,n15,tBuBrettPhos Pd G3 43,DBU 24,401.0,1541.0000001,0.2602206359337949
785,e6,n15,tBuBrettPhos Pd G3 43,MTBD 25,372.0,1541.0000001,0.24140168720042818
789,e6,n15,tBuBrettPhos Pd G3 43,P1-t-octyl S17,348.0,1541.0000001,0.22582738480040054
791,e6,n15,tBuBrettPhos Pd G3 43,P2-t-Bu S18,1306.0,1541.0000001,0.8475016222681698
790,e6,n15,tBuBrettPhos Pd G3 43,P2Et 29,1502.0,1541.0000001,0.9746917585350622
779,e6,n15,tBuXPHOS Pd G3 42,BEMP 27,283.0,1541.0000001,0.1836469824669924
778,e6,n15,tBuXPHOS Pd G3 42,BTMG 26,248.0,1541.0000001,0.16093445813361879
