Unnamed: 0,base_name,solvent_name,activator_name,nucleophile_name,base_smiles,solvent_smiles,activator_smiles,nucleophile_smiles,yield,nucleophile_id
285,"2,6-Lutidine",DMF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,35.48,n3
286,N-methylmorpholine,DMF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,37.96,n3
287,Diisopropylethylamine,DMF,HOTU,"1,3-diphenyl-1H-pyrazol-5-amine",CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Nc1cc(-c2ccccc2)nn1-c1ccccc1,20.92,n3
288,1-Methylimidazole,THF,PFTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,4.56,n4
289,"2,6-Lutidine",THF,PFTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,2.75,n4
290,N-methylmorpholine,THF,PFTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,1.59,n4
291,Diisopropylethylamine,THF,PFTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,1.17,n4
292,1-Methylimidazole,MeCN,PFTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.71,n4
293,"2,6-Lutidine",MeCN,PFTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,1.27,n4
294,N-methylmorpholine,MeCN,PFTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,3.61,n4
295,Diisopropylethylamine,MeCN,PFTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,12.85,n4
296,1-Methylimidazole,DMF,PFTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.36,n4
297,"2,6-Lutidine",DMF,PFTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,3.0,n4
298,N-methylmorpholine,DMF,PFTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,9.48,n4
299,Diisopropylethylamine,DMF,PFTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,7.62,n4
300,1-Methylimidazole,THF,TCFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,13.11,n4
301,"2,6-Lutidine",THF,TCFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,5.42,n4
302,N-methylmorpholine,THF,TCFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,23.74,n4
303,Diisopropylethylamine,THF,TCFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,32.16,n4
304,1-Methylimidazole,MeCN,TCFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,9.04,n4
305,"2,6-Lutidine",MeCN,TCFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,4.54,n4
306,N-methylmorpholine,MeCN,TCFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,7.0,n4
307,Diisopropylethylamine,MeCN,TCFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,42.77,n4
308,1-Methylimidazole,DMF,TCFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.62,n4
309,"2,6-Lutidine",DMF,TCFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,20.0,n4
310,N-methylmorpholine,DMF,TCFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,2.39,n4
311,Diisopropylethylamine,DMF,TCFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,4.14,n4
312,1-Methylimidazole,THF,HATU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,21.38,n4
313,"2,6-Lutidine",THF,HATU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,2.46,n4
314,N-methylmorpholine,THF,HATU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,20.46,n4
315,Diisopropylethylamine,THF,HATU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,17.61,n4
316,1-Methylimidazole,MeCN,HATU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,16.33,n4
317,"2,6-Lutidine",MeCN,HATU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,23.21,n4
318,N-methylmorpholine,MeCN,HATU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,11.58,n4
319,Diisopropylethylamine,MeCN,HATU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,9.6,n4
320,1-Methylimidazole,DMF,HATU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,13.04,n4
321,"2,6-Lutidine",DMF,HATU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,25.42,n4
322,N-methylmorpholine,DMF,HATU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,22.68,n4
323,Diisopropylethylamine,DMF,HATU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,9.26,n4
324,1-Methylimidazole,THF,PyBOP,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,19.54,n4
325,"2,6-Lutidine",THF,PyBOP,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,2.31,n4
326,N-methylmorpholine,THF,PyBOP,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,3.45,n4
327,Diisopropylethylamine,THF,PyBOP,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,7.05,n4
328,1-Methylimidazole,MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,21.14,n4
329,"2,6-Lutidine",MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,4.84,n4
330,N-methylmorpholine,MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,11.06,n4
331,Diisopropylethylamine,MeCN,PyBOP,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,12.71,n4
332,1-Methylimidazole,DMF,PyBOP,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,16.36,n4
333,"2,6-Lutidine",DMF,PyBOP,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,17.59,n4
334,N-methylmorpholine,DMF,PyBOP,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,15.35,n4
335,Diisopropylethylamine,DMF,PyBOP,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc(C)c(N)c(Br)c1,22.11,n4
336,1-Methylimidazole,THF,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,6.3,n4
337,"2,6-Lutidine",THF,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,7.43,n4
338,N-methylmorpholine,THF,BOP-Cl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,10.9,n4
339,Diisopropylethylamine,THF,BOP-Cl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,6.78,n4
340,1-Methylimidazole,MeCN,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,6.92,n4
341,"2,6-Lutidine",MeCN,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,7.19,n4
342,N-methylmorpholine,MeCN,BOP-Cl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,16.93,n4
343,Diisopropylethylamine,MeCN,BOP-Cl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,19.46,n4
344,1-Methylimidazole,DMF,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,6.12,n4
345,"2,6-Lutidine",DMF,BOP-Cl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,11.4,n4
346,N-methylmorpholine,DMF,BOP-Cl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,16.91,n4
347,Diisopropylethylamine,DMF,BOP-Cl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc(C)c(N)c(Br)c1,3.4,n4
348,1-Methylimidazole,THF,TFFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.19,n4
349,"2,6-Lutidine",THF,TFFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,10.43,n4
350,N-methylmorpholine,THF,TFFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.98,n4
351,Diisopropylethylamine,THF,TFFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,19.54,n4
352,1-Methylimidazole,MeCN,TFFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.76,n4
353,"2,6-Lutidine",MeCN,TFFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,4.95,n4
354,N-methylmorpholine,MeCN,TFFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,6.19,n4
355,Diisopropylethylamine,MeCN,TFFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.49,n4
356,1-Methylimidazole,DMF,TFFH,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,5.43,n4
357,"2,6-Lutidine",DMF,TFFH,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.6,n4
358,N-methylmorpholine,DMF,TFFH,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,5.34,n4
359,Diisopropylethylamine,DMF,TFFH,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,7.35,n4
360,1-Methylimidazole,THF,DPPCl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,7.39,n4
361,"2,6-Lutidine",THF,DPPCl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,6.79,n4
362,N-methylmorpholine,THF,DPPCl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,4.85,n4
363,Diisopropylethylamine,THF,DPPCl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,5.9,n4
364,1-Methylimidazole,MeCN,DPPCl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,3.92,n4
365,"2,6-Lutidine",MeCN,DPPCl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,6.79,n4
366,N-methylmorpholine,MeCN,DPPCl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,5.52,n4
367,Diisopropylethylamine,MeCN,DPPCl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,7.47,n4
368,1-Methylimidazole,DMF,DPPCl,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,5.48,n4
369,"2,6-Lutidine",DMF,DPPCl,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,4.13,n4
370,N-methylmorpholine,DMF,DPPCl,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,4.64,n4
371,Diisopropylethylamine,DMF,DPPCl,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc(C)c(N)c(Br)c1,5.09,n4
372,1-Methylimidazole,THF,HOTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,13.52,n4
373,"2,6-Lutidine",THF,HOTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.54,n4
374,N-methylmorpholine,THF,HOTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.69,n4
375,Diisopropylethylamine,THF,HOTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,10.71,n4
376,1-Methylimidazole,MeCN,HOTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,8.43,n4
377,"2,6-Lutidine",MeCN,HOTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,12.69,n4
378,N-methylmorpholine,MeCN,HOTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,11.7,n4
379,Diisopropylethylamine,MeCN,HOTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,18.83,n4
380,1-Methylimidazole,DMF,HOTU,"2-bromo-4,6-dimethylaniline",Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,4.96,n4
381,"2,6-Lutidine",DMF,HOTU,"2-bromo-4,6-dimethylaniline",Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,3.88,n4
382,N-methylmorpholine,DMF,HOTU,"2-bromo-4,6-dimethylaniline",CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,7.94,n4
383,Diisopropylethylamine,DMF,HOTU,"2-bromo-4,6-dimethylaniline",CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(N)c(Br)c1,10.91,n4
384,1-Methylimidazole,THF,PFTU,3-amino-4-chlorobenzonitrile,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,1.78,n5
385,"2,6-Lutidine",THF,PFTU,3-amino-4-chlorobenzonitrile,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,1.11,n5
386,N-methylmorpholine,THF,PFTU,3-amino-4-chlorobenzonitrile,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,0.69,n5
387,Diisopropylethylamine,THF,PFTU,3-amino-4-chlorobenzonitrile,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,1.11,n5
388,1-Methylimidazole,MeCN,PFTU,3-amino-4-chlorobenzonitrile,Cn1ccnc1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,N#Cc1ccc(Cl)c(N)c1,1.42,n5
